Time,HR (bpm),Cadence,Temperatures (C)
00:34:18,164,70,35.0
00:34:19,165,70,35.0
00:34:20,165,71,35.1
00:34:21,166,71,35.0
00:34:22,166,70,35.1
00:34:23,167,68,35.0
00:34:24,167,68,35.1
00:34:25,167,68,35.1
00:34:26,168,68,35.0
00:34:27,168,68,35.2
00:34:28,169,69,35.3
00:34:29,169,71,35.2
00:34:30,169,71,35.2
00:34:31,170,72,35.2
00:34:32,170,72,35.2
00:34:33,170,74,35.2
00:34:34,171,74,35.2
00:34:35,171,73,35.2
00:34:36,171,73,35.2
00:34:37,172,72,35.2
00:34:38,172,73,35.2
00:34:39,172,72,35.2
00:34:40,173,73,35.2
00:34:41,173,73,35.3
00:34:42,173,73,35.3
00:34:43,174,73,35.2
00:34:44,174,73,35.2
00:34:45,175,73,35.3
00:34:46,175,74,35.2
00:34:47,175,73,35.2
00:34:48,176,72,35.2
00:34:49,176,72,35.3
00:34:50,176,72,35.3
00:34:51,176,71,35.2
00:34:52,177,70,35.2
00:34:53,177,69,35.3
00:34:54,177,68,35.3
00:34:55,178,68,35.2
00:34:56,178,67,35.2
00:34:57,178,68,35.3
00:34:58,179,68,35.3
00:34:59,179,68,35.3
00:35:00,179,69,35.2
00:35:01,179,70,35.3
00:35:02,179,69,35.3
00:35:03,179,68,35.3
00:35:04,179,68,35.3
00:35:05,179,68,35.4
00:35:06,179,67,35.3
00:35:07,180,68,35.3
00:35:08,179,68,35.3
00:35:09,180,69,35.3
00:35:10,180,70,35.3
00:35:11,180,71,35.3
00:35:12,180,72,35.3
00:35:13,180,74,35.3
00:35:14,179,74,35.3
00:35:15,180,74,35.3
00:35:16,180,75,35.3
00:35:17,180,75,35.3
00:35:18,180,75,35.3
00:35:19,180,75,35.3
00:35:20,180,75,35.3
00:35:21,180,75,35.4
00:35:22,181,74,35.3
00:35:27,181,73,35.3
00:35:28,181,73,35.3
00:35:29,182,72,35.3
00:35:30,182,71,35.3
00:35:31,182,70,35.3
00:35:32,182,70,35.3
00:35:33,182,70,35.4
00:35:34,182,70,35.3
00:35:35,182,69,35.3
00:35:36,182,70,35.5
00:35:37,182,72,35.5
00:35:38,182,73,35.3
00:35:39,182,75,35.4
00:35:40,182,75,35.4
00:35:41,183,75,35.5
00:35:42,183,75,35.3
00:35:43,183,76,35.3
00:35:44,183,75,35.3
00:35:45,183,75,35.5
00:35:46,183,74,35.5
00:35:47,183,75,35.3
00:35:48,183,74,35.5
00:35:49,183,74,35.4
00:35:50,183,73,35.3
00:35:51,183,72,35.5
00:35:52,183,72,35.5
00:35:53,183,73,35.5
00:35:54,183,72,35.5
00:35:55,183,72,35.5
00:35:56,183,72,35.5
00:35:57,183,72,35.5
00:35:58,183,71,35.5
00:35:59,183,72,35.5
00:36:00,183,72,35.5
00:36:01,183,72,35.3
00:36:02,183,72,35.5
00:36:03,183,73,35.5
00:36:04,183,75,35.5
00:36:05,183,76,35.5
00:36:06,183,77,35.5
00:36:07,183,79,35.5
00:36:08,183,78,35.5
00:36:09,183,78,35.5
00:36:10,182,79,35.5
00:36:11,182,79,35.5
00:36:12,182,79,35.5
00:36:13,182,79,35.5
00:36:14,182,78,35.5
00:36:15,182,78,35.5
00:36:16,182,77,35.5
00:36:17,182,76,35.5
00:36:18,181,76,35.5
00:36:19,181,75,35.6
00:36:20,181,74,35.5
00:36:21,181,74,35.5
00:36:22,181,73,35.5
00:36:23,181,72,35.5
00:36:24,181,72,35.5
00:36:25,181,72,35.5
00:36:26,181,72,35.5
00:36:27,181,73,35.3
00:36:28,181,73,35.5
00:36:29,181,74,35.4
00:36:30,181,76,35.4
00:36:31,181,77,35.5
00:36:32,181,79,35.3
00:36:33,180,81,35.3
00:36:34,180,82,35.3
00:36:35,180,83,35.3
00:36:36,179,82,35.3
00:36:37,179,81,35.3
00:36:38,179,81,35.3
00:36:39,179,80,35.3
00:36:40,179,78,35.3
00:36:41,178,76,35.4
00:36:42,178,76,35.3
00:36:43,178,75,35.3
00:36:44,177,75,35.3
00:36:45,177,76,35.3
00:36:46,177,77,35.3
00:36:47,176,79,35.2
00:36:48,176,79,35.3
00:36:49,176,80,35.3
00:36:50,176,80,35.2
00:36:51,175,81,35.2
00:36:52,175,80,35.3
00:36:53,175,80,35.3
00:36:54,174,81,35.3
00:36:55,174,81,35.2
00:36:56,174,82,35.3
00:36:57,173,82,35.2
00:36:58,173,81,35.2
00:36:59,172,81,35.3
00:37:00,172,81,35.3
00:37:01,172,82,35.2
00:37:02,172,82,35.3
00:37:03,172,82,35.2
00:37:04,171,82,35.3
00:37:05,171,80,35.2
00:37:06,171,80,35.2
00:37:07,171,77,35.2
00:37:08,171,74,35.2
00:37:09,171,70,35.0
00:37:10,171,67,35.2
00:37:11,172,66,35.2
00:37:12,172,65,35.2
00:37:13,172,65,35.2
00:37:14,173,65,35.2
00:37:15,173,65,35.2
00:37:16,173,65,35.3
00:37:17,173,66,35.0
00:37:18,174,65,35.2
00:37:21,174,65,35.2
00:37:22,175,66,35.1
00:37:23,175,67,35.2
00:37:24,175,66,35.0
00:37:25,175,66,35.1
00:37:26,175,66,35.2
00:37:27,175,65,35.2
00:37:28,175,65,35.1
00:37:29,175,64,35.1
00:37:30,175,63,35.1
00:37:31,175,64,35.0
00:37:32,175,65,35.0
00:37:33,175,66,35.1
00:37:34,175,66,35.1
00:37:35,176,66,35.0
00:37:36,176,65,35.1
00:37:37,176,64,35.0
00:37:38,176,64,35.1
00:37:39,176,65,35.0
00:37:40,177,64,35.1
00:37:41,177,65,35.2
00:37:42,177,65,35.1
00:37:43,177,65,35.2
00:37:44,177,65,35.0
00:37:45,177,65,35.1
00:37:46,178,65,35.0
00:37:47,178,64,35.2
00:37:48,178,65,35.2
00:37:52,178,66,35.1
00:37:53,178,66,35.2
00:37:54,178,65,35.1
00:37:55,178,64,35.2
00:37:56,178,64,35.2
00:37:57,178,64,35.2
00:37:58,178,64,35.2
00:37:59,178,64,35.2
00:38:00,178,64,35.2
00:38:01,178,65,35.2
00:38:02,178,65,35.2
00:38:03,178,65,35.2
00:38:04,178,65,35.1
00:38:05,178,65,35.2
00:38:06,178,65,35.3
00:38:07,178,64,35.1
00:38:08,178,64,35.2
00:38:09,178,65,35.2
00:38:10,178,65,35.2
00:38:11,178,67,35.2
00:38:12,178,67,35.2
00:38:13,178,66,35.3
00:38:14,178,67,35.3
00:38:15,179,67,35.2
00:38:16,179,66,35.3
00:38:17,179,66,35.3
00:38:18,179,65,35.3
00:38:19,179,65,35.3
00:38:23,179,64,35.3
00:38:24,179,63,35.3
00:38:25,179,66,35.3
00:38:26,179,69,35.2
00:38:27,179,72,35.3
00:38:28,179,79,35.3
00:38:29,179,80,35.3
00:38:30,179,82,35.3
00:38:31,180,83,35.3
00:38:32,180,83,35.3
00:38:33,180,82,35.5
00:38:34,180,81,35.3
00:38:35,180,81,35.3
00:38:36,180,80,35.5
00:38:37,180,80,35.3
00:38:38,180,80,35.5
00:38:39,180,80,35.5
00:38:40,180,79,35.3
00:38:41,180,78,35.3
00:38:42,180,77,35.3
00:38:43,180,76,35.3
00:38:44,180,74,35.5
00:38:45,180,74,35.3
00:38:46,180,75,35.5
00:38:47,180,74,35.5
00:38:48,180,73,35.5
00:38:49,180,72,35.5
00:38:50,180,72,35.5
00:38:51,180,73,35.5
00:38:52,180,72,35.5
00:38:53,180,72,35.5
00:38:54,180,72,35.5
00:38:55,179,73,35.5
00:38:56,179,76,35.5
00:38:57,179,76,35.5
00:38:58,179,76,35.5
00:38:59,179,76,35.5
00:39:00,179,77,35.5
00:39:01,179,77,35.5
00:39:02,178,76,35.5
00:39:03,178,76,35.5
00:39:04,178,76,35.5
00:39:05,178,75,35.7
00:39:06,178,75,35.6
00:39:07,178,76,35.5
00:39:08,178,76,35.7
00:39:09,178,76,35.5
00:39:10,178,76,35.5
00:39:11,178,75,35.5
00:39:12,178,76,35.6
00:39:13,178,77,35.6
00:39:14,177,77,35.5
00:39:15,177,77,35.5
00:39:16,177,76,35.5
00:39:17,177,76,35.7
00:39:18,177,75,35.5
00:39:19,177,74,35.5
00:39:20,176,73,35.5
00:39:21,176,73,35.5
00:39:22,176,73,35.5
00:39:23,176,74,35.5
00:39:24,176,75,35.5
00:39:25,176,76,35.5
00:39:26,175,77,35.5
00:39:27,175,79,35.5
00:39:28,175,78,35.5
00:39:29,175,77,35.5
00:39:30,175,77,35.5
00:39:31,175,77,35.5
00:39:32,174,77,35.5
00:39:33,174,77,35.5
00:39:34,174,77,35.5
00:39:35,174,77,35.5
00:39:36,174,76,35.5
00:39:37,174,77,35.5
00:39:38,174,77,35.5
00:39:39,174,76,35.5
00:39:40,174,76,35.5
00:39:41,174,76,35.5
00:39:42,174,74,35.5
00:39:43,174,74,35.5
00:39:47,174,74,35.5
00:39:48,174,75,35.5
00:39:49,174,75,35.7
00:39:50,173,76,35.5
00:39:51,173,76,35.5
00:39:52,173,76,35.5
00:39:53,173,75,35.5
00:39:54,173,76,35.5
00:39:55,173,77,35.5
00:39:56,173,76,35.5
00:39:57,173,76,35.5
00:39:58,173,75,35.5
00:39:59,173,75,35.5
00:40:00,173,75,35.5
00:40:01,173,75,35.5
00:40:02,173,77,35.5
00:40:03,173,80,35.5
00:40:04,173,85,35.5
00:40:05,173,86,35.5
00:40:06,173,87,35.5
00:40:07,173,87,35.5
00:40:08,173,87,35.5
00:40:09,173,88,35.6
00:40:10,173,87,35.5
00:40:11,174,87,35.5
00:40:12,174,87,35.5
00:40:13,174,87,35.5
00:40:14,175,86,35.7
00:40:15,175,85,35.5
00:40:16,176,84,35.5
00:40:17,176,83,35.5
00:40:18,177,80,35.5
00:40:19,177,79,35.7
00:40:20,178,78,35.6
00:40:21,178,78,35.5
00:40:22,179,77,35.5
00:40:23,179,77,35.5
00:40:24,180,77,35.7
00:40:25,180,77,35.5
00:40:26,180,78,35.6
00:40:27,180,79,35.5
00:40:28,180,80,35.5
00:40:29,181,81,35.5
00:40:30,181,82,35.5
00:40:31,181,83,35.5
00:40:32,181,83,35.5
00:40:33,181,85,35.5
00:40:34,180,84,35.5
00:40:35,180,84,35.5
00:40:36,180,84,35.5
00:40:37,180,83,35.5
00:40:38,180,82,35.5
00:40:39,180,83,35.5
00:40:40,180,83,35.3
00:40:45,180,85,35.3
00:40:46,180,85,35.5
00:40:47,180,84,35.4
00:40:51,180,85,35.3
00:40:52,180,85,35.4
00:40:53,180,86,35.4
00:40:54,180,85,35.3
00:40:55,180,85,35.3
00:40:56,180,84,35.4
00:40:57,181,84,35.5
00:40:58,181,84,35.3
00:40:59,181,84,35.3
00:41:00,180,84,35.3
00:41:01,180,83,35.3
00:41:02,180,82,35.3
00:41:03,180,82,35.3
00:41:04,180,76,35.3
00:41:05,179,71,35.3
00:41:06,179,68,35.3
00:41:07,178,66,35.3
00:41:08,178,65,35.2
00:41:09,178,64,35.2
00:41:10,178,64,35.3
00:41:11,177,63,35.2
00:41:12,177,63,35.2
00:41:13,177,63,35.2
00:41:14,177,63,35.2
00:41:15,177,63,35.2
00:41:16,177,63,35.2
00:41:17,177,63,35.2
00:41:18,177,63,35.2
00:41:21,177,64,35.3
00:41:22,177,65,35.2
00:41:23,177,66,35.1
00:41:24,177,65,35.0
00:41:25,177,66,35.2
00:41:26,177,66,35.2
00:41:27,177,65,35.2
00:41:28,177,66,35.2
00:41:29,177,66,35.2
00:41:30,177,66,35.2
00:41:31,177,66,35.2
00:41:32,177,66,35.1
00:41:33,177,67,35.2
00:41:34,177,67,35.2
00:41:35,177,67,35.3
00:41:36,177,68,35.2
00:41:37,177,68,35.2
00:41:38,177,68,35.2
00:41:39,177,69,35.2
00:41:40,178,69,35.3
00:41:41,178,69,35.2
00:41:42,178,69,35.3
00:41:43,178,69,35.3
00:41:44,178,68,35.2
00:41:45,178,68,35.2
00:41:46,179,68,35.2
00:41:47,179,68,35.3
00:41:48,179,68,35.3
00:41:49,179,68,35.3
00:41:50,179,67,35.2
00:41:51,179,66,35.2
00:41:52,180,67,35.3
00:41:53,180,66,35.3
00:41:54,180,66,35.2
00:41:55,180,66,35.3
00:41:56,180,66,35.3
00:41:57,180,66,35.3
00:41:58,181,66,35.3
00:41:59,181,65,35.4
00:42:00,181,65,35.3
00:42:01,181,64,35.3
00:42:02,181,65,35.3
00:42:03,180,64,35.3
00:42:04,180,63,35.3
00:42:05,180,63,35.3
00:42:06,180,63,35.4
00:42:07,180,62,35.3
00:42:08,180,62,35.5
00:42:09,180,63,35.4
00:42:10,180,64,35.3
00:42:11,180,64,35.5
00:42:12,180,64,35.3
00:42:13,180,63,35.4
00:42:14,180,63,35.4
00:42:15,180,63,35.5
00:42:16,180,63,35.3
00:42:19,180,63,35.5
00:42:20,180,62,35.3
00:42:21,180,64,35.5
00:42:22,180,64,35.5
00:42:23,180,65,35.5
00:42:24,180,66,35.4
00:42:25,180,66,35.5
00:42:26,180,68,35.5
00:42:27,180,68,35.5
00:42:28,180,68,35.5
00:42:29,180,67,35.4
00:42:30,180,67,35.5
00:42:31,180,67,35.5
00:42:32,180,66,35.5
00:42:33,181,66,35.5
00:42:34,181,66,35.5
00:42:35,181,66,35.5
00:42:36,181,67,35.5
00:42:37,181,67,35.5
00:42:38,181,66,35.5
00:42:39,181,66,35.5
00:42:40,181,65,35.5
00:42:41,181,65,35.5
00:42:42,181,65,35.5
00:42:43,181,65,35.5
00:42:44,181,64,35.5
00:42:45,181,64,35.6
00:42:46,181,64,35.5
00:42:47,181,64,35.5
00:42:48,181,65,35.6
00:42:49,181,65,35.6
00:42:50,181,65,35.6
00:42:51,181,65,35.6
00:42:52,181,64,35.7
00:42:53,181,63,35.7
00:42:54,181,63,35.7
00:42:55,181,63,35.7
00:42:56,181,64,35.7
00:42:57,181,64,35.7
00:42:58,181,64,35.7
00:42:59,182,66,35.7
00:43:00,182,71,35.7
00:43:01,182,72,35.7
00:43:02,182,74,35.7
00:43:03,182,78,35.8
00:43:04,182,80,35.7
00:43:05,182,81,35.7
00:43:06,181,81,35.7
00:43:07,181,82,35.8
00:43:08,181,82,35.8
00:43:09,181,84,35.7
00:43:10,181,85,35.8
00:43:11,181,86,35.7
00:43:12,181,87,35.8
00:43:13,181,89,35.8
00:43:14,182,90,35.8
00:43:15,181,90,35.7
00:43:16,182,89,35.8
00:43:17,181,89,35.8
00:43:18,181,89,35.8
00:43:19,181,88,35.8
00:43:20,181,88,35.8
00:43:21,181,88,35.8
00:43:22,181,88,35.8
00:43:23,181,88,35.8
00:43:24,181,87,35.8
00:43:25,181,88,35.8
00:43:26,181,89,35.8
00:43:27,181,88,35.8
00:43:28,181,88,35.8
00:43:29,181,89,35.8
00:43:30,181,89,35.8
00:43:31,181,90,35.8
00:43:32,180,90,35.8
00:43:33,180,90,35.9
00:43:34,180,89,35.8
00:43:35,180,89,35.8
00:43:36,180,89,35.9
00:43:37,180,88,35.9
00:43:38,180,88,35.8
00:43:39,180,89,35.9
00:43:40,180,88,35.8
00:43:41,180,88,35.8
00:43:42,180,89,35.8
00:43:46,180,89,35.9
00:43:47,180,88,35.9
00:43:48,180,87,35.9
00:43:49,180,86,35.9
00:43:50,180,86,36.0
00:43:51,180,86,35.9
00:43:52,179,86,35.9
00:43:53,179,87,35.9
00:43:54,179,87,35.9
00:43:55,179,86,36.0
00:43:56,179,87,35.9
00:43:57,179,87,35.9
00:43:58,179,86,35.9
00:43:59,179,85,36.0
00:44:00,179,85,35.9
00:44:01,179,85,35.9
00:44:02,179,85,35.9
00:44:03,179,85,36.0
00:44:04,179,85,36.0
00:44:05,179,85,35.9
00:44:06,179,85,35.9
00:44:07,179,87,36.0
00:44:08,179,86,35.9
00:44:09,179,89,35.9
00:44:10,179,89,35.9
00:44:11,179,88,35.9
00:44:12,179,89,36.0
00:44:13,179,88,36.0
00:44:14,179,88,36.0
00:44:15,179,88,36.0
00:44:16,179,87,36.0
00:44:17,179,87,36.0
00:44:18,179,86,36.0
00:44:19,179,85,36.0
00:44:20,179,85,36.0
00:44:21,180,84,36.0
00:44:22,180,85,36.0
00:44:23,180,85,36.0
00:44:24,180,85,36.0
00:44:25,181,86,35.9
00:44:26,181,85,36.0
00:44:27,181,85,36.0
00:44:28,181,87,36.0
00:44:29,181,88,36.0
00:44:30,181,87,36.0
00:44:31,181,88,36.0
00:44:32,181,88,35.8
00:44:33,181,88,36.0
00:44:34,181,89,36.0
00:44:35,180,88,35.8
00:44:36,180,88,35.9
00:44:37,180,89,36.0
00:44:38,180,88,36.1
00:44:39,180,88,36.0
00:44:40,180,88,35.8
00:44:41,179,87,35.9
00:44:42,179,87,35.8
00:44:43,179,89,36.0
00:44:44,179,88,36.0
00:44:45,179,89,36.0
00:44:46,179,89,35.9
00:44:47,178,90,36.0
00:44:48,178,90,35.9
00:44:49,178,90,35.9
00:44:50,178,90,36.0
00:44:51,178,90,36.0
00:44:52,178,90,36.0
00:44:53,178,89,36.0
00:44:54,178,89,36.0
00:44:55,178,89,36.0
00:44:56,178,89,36.0
00:44:57,178,88,36.0
00:44:58,178,87,36.0
00:44:59,178,87,36.0
00:45:00,179,88,35.9
00:45:01,179,88,36.1
00:45:02,179,87,35.9
00:45:03,179,88,36.0
00:45:04,179,87,36.0
00:45:05,179,87,36.0
00:45:06,179,87,36.0
00:45:07,180,87,36.0
00:45:08,180,87,36.0
00:45:09,180,86,35.9
00:45:10,180,87,36.0
00:45:11,180,86,36.0
00:45:12,180,85,36.0
00:45:16,180,88,36.0
00:45:17,180,87,36.0
00:45:18,180,87,36.0
00:45:19,180,87,36.0
00:45:20,180,86,36.0
00:45:21,180,87,36.0
00:45:22,180,86,36.0
00:45:23,180,85,36.0
00:45:24,179,84,36.0
00:45:25,179,84,36.0
00:45:26,179,84,36.0
00:45:27,179,82,36.0
00:45:28,179,81,36.0
00:45:29,178,80,36.0
00:45:30,178,80,36.0
00:45:31,178,80,36.0
00:45:32,178,80,36.0
00:45:33,178,79,36.0
00:45:34,177,79,36.0
00:45:35,177,80,36.0
00:45:36,177,81,36.0
00:45:37,177,81,35.9
00:45:38,177,80,36.0
00:45:39,177,79,36.0
00:45:40,177,79,36.0
00:45:41,177,80,36.0
00:45:42,177,84,36.0
00:45:43,176,86,36.0
00:45:44,176,90,36.0
00:45:47,176,90,36.0
00:45:48,177,90,36.0
00:45:49,177,90,36.0
00:45:50,177,91,36.0
00:45:51,177,91,36.0
00:45:52,177,91,36.1
00:45:53,177,91,36.0
00:45:54,178,92,36.1
00:45:55,178,91,36.0
00:45:56,178,90,36.0
00:45:57,178,90,36.0
00:45:58,178,89,36.1
00:45:59,178,91,36.0
00:46:00,179,92,36.1
00:46:01,179,93,36.0
00:46:02,179,95,36.0
00:46:03,179,96,36.0
00:46:04,179,97,36.0
00:46:05,179,95,36.0
00:46:06,179,96,36.1
00:46:07,179,95,36.0
00:46:08,179,95,36.2
00:46:09,180,94,36.1
00:46:10,180,95,36.0
00:46:11,180,95,36.0
00:46:12,180,95,36.1
00:46:13,180,95,36.0
00:46:14,180,93,36.2
00:46:17,180,92,36.0
00:46:18,180,92,36.1
00:46:19,180,92,36.1
00:46:20,180,92,36.1
00:46:21,180,93,36.0
00:46:22,180,94,36.1
00:46:23,180,93,36.1
00:46:24,181,93,36.1
00:46:25,181,94,36.0
00:46:26,181,94,36.1
00:46:27,181,93,36.1
00:46:28,181,94,36.2
00:46:29,181,95,36.2
00:46:30,181,94,36.2
00:46:31,181,95,36.1
00:46:32,181,94,36.1
00:46:33,182,94,36.1
00:46:34,182,95,36.2
00:46:35,182,96,36.2
00:46:36,182,100,36.1
00:46:37,182,105,36.1
00:46:38,182,111,36.1
00:46:39,183,115,36.2
00:46:40,183,116,36.1
00:46:41,183,117,36.1
00:46:42,183,116,36.1
00:46:43,184,116,36.1
00:46:44,184,119,36.2
00:46:45,184,123,36.1
00:46:46,185,131,36.2
00:46:47,185,132,36.3
00:46:48,185,140,36.2
00:46:49,185,147,36.2
00:46:50,186,154,36.2
00:46:51,186,154,36.2
00:46:52,187,156,36.3
00:46:53,187,156,36.2
00:46:54,187,152,36.3
00:46:55,188,149,36.2
00:46:56,188,149,36.2
00:46:57,189,139,36.2
00:46:58,189,128,36.3
00:46:59,190,119,36.3
00:47:00,190,107,36.2
00:47:01,191,89,36.2
00:47:02,191,69,36.2
00:47:03,191,69,36.2
00:47:04,191,59,36.3
00:47:05,191,56,36.2
00:47:06,191,54,36.2
00:47:07,191,52,36.2
00:47:08,191,52,36.3
00:47:09,191,51,36.2
00:47:10,191,51,36.3
00:47:11,191,49,36.2
00:47:12,190,48,36.2
00:47:15,190,45,36.2
00:47:16,189,46,36.2
00:47:17,189,48,36.2
00:47:18,189,49,36.2
00:47:19,188,49,36.2
00:47:20,188,48,36.2
00:47:21,188,48,36.2
00:47:22,188,48,36.2
00:47:23,187,48,36.1
00:47:24,187,47,36.1
00:47:25,187,46,36.2
00:47:26,187,46,36.1
00:47:27,187,46,36.0
00:47:28,186,44,36.0
00:47:29,186,43,36.0
00:47:30,186,43,36.0
00:47:31,186,42,36.0
00:47:32,186,42,36.0
00:47:33,185,42,36.0
00:47:34,185,40,36.0
00:47:35,184,40,36.0
00:47:36,183,39,36.0
00:47:37,182,41,35.9
00:47:38,182,46,35.9
00:47:39,181,51,35.9
00:47:40,180,56,35.8
00:47:41,180,60,35.8
00:47:42,179,63,35.8
00:47:43,178,64,35.8
00:47:44,178,67,36.0
00:47:45,177,68,35.8
00:47:46,177,70,35.8
00:47:47,176,70,35.8
00:47:48,176,72,35.8
00:47:49,176,73,35.8
00:47:50,176,72,35.8
00:47:51,175,71,35.7
00:47:52,175,71,35.8
00:47:53,175,71,35.7
00:47:54,175,71,35.7
00:47:55,176,70,35.7
00:47:56,176,70,35.6
00:47:57,176,69,35.7
00:47:58,176,69,35.7
00:47:59,176,70,35.7
00:48:00,176,72,35.7
00:48:01,176,73,35.7
00:48:02,176,74,35.6
00:48:03,176,76,35.7
00:48:04,175,76,35.5
00:48:05,174,74,35.6
00:48:06,174,73,35.6
00:48:07,173,71,35.5
00:48:08,173,69,35.7
00:48:09,172,68,35.5
00:48:10,172,68,35.5
00:48:11,171,69,35.5
00:48:12,171,70,35.5
00:48:13,170,71,35.5
00:48:14,170,72,35.5
00:48:15,169,73,35.5
00:48:16,169,74,35.5
00:48:17,169,75,35.5
00:48:18,168,77,35.5
00:48:19,168,79,35.5
00:48:20,167,81,35.4
00:48:21,167,81,35.4
00:48:22,166,81,35.4
00:48:23,166,83,35.3
00:48:24,166,85,35.3
00:48:25,166,89,35.3
00:48:26,165,90,35.3
00:48:27,165,91,35.4
00:48:28,165,91,35.3
00:48:29,165,91,35.3
00:48:30,166,91,35.3
00:48:31,166,91,35.3
00:48:32,166,90,35.3
00:48:33,166,92,35.3
00:48:34,165,92,35.3
00:48:35,165,92,35.3
00:48:36,165,93,35.3
00:48:39,165,92,35.2
00:48:40,165,91,35.3
00:48:41,166,91,35.3
00:48:42,166,91,35.2
00:48:43,166,90,35.3
00:48:44,166,92,35.3
00:48:45,166,92,35.2
00:48:46,166,93,35.3
00:48:47,167,92,35.3
00:48:48,167,92,35.1
00:48:49,167,92,35.3
00:48:50,168,91,35.3
00:48:51,168,91,35.3
00:48:52,168,91,35.2
00:48:53,168,91,35.3
00:48:54,168,89,35.3
00:48:55,168,89,35.2
00:48:56,168,89,35.2
00:48:57,168,89,35.3
00:48:58,168,89,35.2
00:48:59,168,90,35.3
00:49:00,168,90,35.3
00:49:01,168,97,35.3
00:49:02,168,103,35.3
00:49:03,168,107,35.3
00:49:04,169,108,35.3
00:49:05,169,106,35.3
00:49:06,169,106,35.3
00:49:07,169,104,35.3
00:49:08,169,104,35.3
00:49:09,170,103,35.3
00:49:10,170,104,35.3
00:49:11,171,105,35.3
00:49:12,171,104,35.3
00:49:13,171,104,35.3
00:49:14,172,105,35.3
00:49:15,172,108,35.3
00:49:16,172,107,35.3
00:49:17,172,109,35.3
00:49:18,173,107,35.3
00:49:19,173,109,35.3
00:49:20,173,109,35.3
00:49:21,173,109,35.3
00:49:22,174,109,35.3
00:49:23,174,109,35.3
00:49:24,174,110,35.3
00:49:25,175,110,35.3
00:49:26,175,109,35.3
00:49:27,175,108,35.3
00:49:28,176,108,35.3
00:49:29,176,108,35.3
00:49:30,176,107,35.5
00:49:31,176,108,35.3
00:49:32,176,106,35.3
00:49:33,177,107,35.3
00:49:34,177,106,35.3
00:49:38,177,104,35.4
00:49:39,177,100,35.3
00:49:40,178,99,35.4
00:49:41,178,101,35.4
00:49:42,178,102,35.4
00:49:43,178,105,35.4
00:49:44,178,105,35.4
00:49:45,178,106,35.5
00:49:46,178,105,35.5
00:49:47,178,103,35.3
00:49:48,178,104,35.5
00:49:49,178,103,35.4
00:49:50,178,103,35.3
00:49:51,178,103,35.4
00:49:52,178,102,35.5
00:49:53,179,105,35.5
00:49:54,179,104,35.4
00:49:55,179,104,35.4
00:49:56,179,104,35.5
00:49:57,179,102,35.3
00:49:58,179,101,35.4
00:49:59,179,102,35.5
00:50:00,179,100,35.4
00:50:01,180,99,35.5
00:50:02,180,99,35.3
00:50:03,180,99,35.5
00:50:04,180,98,35.4
00:50:05,180,99,35.3
00:50:06,180,100,35.4
00:50:07,180,100,35.5
00:50:08,180,100,35.3
00:50:09,180,100,35.3
00:50:10,180,100,35.3
00:50:11,180,99,35.3
00:50:12,180,95,35.3
00:50:13,180,95,35.3
00:50:14,180,92,35.3
00:50:15,180,87,35.3
00:50:16,180,86,35.3
00:50:17,180,87,35.4
00:50:18,180,88,35.4
00:50:19,180,88,35.3
00:50:20,180,95,35.3
00:50:21,180,96,35.4
00:50:22,180,97,35.3
00:50:23,179,96,35.4
00:50:24,180,95,35.3
00:50:25,180,95,35.3
00:50:26,180,92,35.4
00:50:27,180,92,35.3
00:50:28,180,92,35.3
00:50:29,180,95,35.3
00:50:30,180,95,35.3
00:50:31,180,93,35.4
00:50:32,180,93,35.3
00:50:33,180,90,35.3
00:50:34,180,88,35.3
00:50:35,180,86,35.3
00:50:36,180,81,35.3
00:50:37,180,79,35.3
00:50:38,180,78,35.4
00:50:39,180,78,35.5
00:50:40,180,79,35.3
00:50:41,179,81,35.3
00:50:42,179,81,35.3
00:50:43,179,81,35.5
00:50:44,179,82,35.3
00:50:45,179,81,35.3
00:50:46,179,81,35.3
00:50:47,179,81,35.3
00:50:48,179,80,35.4
00:50:49,178,81,35.3
00:50:50,178,84,35.3
00:50:51,178,85,35.3
00:50:52,178,88,35.3
00:50:53,178,88,35.3
00:50:54,178,88,35.3
00:50:55,178,88,35.3
00:50:56,178,88,35.3
00:50:57,178,86,35.3
00:50:58,177,87,35.3
00:51:04,177,88,35.3
00:51:05,177,89,35.3
00:51:06,177,87,35.3
00:51:07,176,87,35.3
00:51:08,176,87,35.3
00:51:09,176,87,35.3
00:51:10,176,86,35.3
00:51:11,177,86,35.3
00:51:12,177,86,35.2
00:51:13,177,85,35.3
00:51:14,177,85,35.3
00:51:15,177,84,35.3
00:51:16,177,84,35.3
00:51:17,177,84,35.3
00:51:18,177,85,35.3
00:51:19,177,86,35.3
00:51:20,177,85,35.3
00:51:21,177,86,35.3
00:51:22,177,86,35.5
00:51:23,177,86,35.3
00:51:24,177,86,35.3
00:51:25,177,88,35.3
00:51:26,177,89,35.3
00:51:27,177,90,35.3
00:51:28,177,90,35.3
00:51:29,177,90,35.3
00:51:30,177,89,35.3
00:51:31,177,89,35.3
00:51:32,177,89,35.3
00:51:33,177,88,35.3
00:51:34,178,87,35.3
00:51:35,178,84,35.3
00:51:36,178,84,35.3
00:51:37,177,84,35.3
00:51:38,177,84,35.3
00:51:39,177,84,35.3
00:51:40,177,84,35.3
00:51:41,177,84,35.3
00:51:42,177,83,35.3
00:51:43,177,83,35.3
